datetime,open,high,low,close,volume,EMA_8,EMA_30,EMA_Spread,EMA_Spread_ROC,EMA_8_Slope_3,EMA_30_Slope_3,EMA_8_Slope_5,EMA_30_Slope_5,EMA_8_Above_30,EMA_Cross_Above,EMA_Cross_Below,Price_Distance_EMA8,Price_Distance_EMA30,Price_Position_Flag,Close_Below_EMA8,Close_Below_EMA30,Close_Above_EMA8,Close_Above_EMA30,Near_EMA8,Near_EMA30,Candle_Body_Size,Candle_Range,Wick_to_Body_Ratio,Green_Candle,Red_Candle,Strong_Candle,Price_Returns,Rolling_Volatility,Volume_MA20,Volume_Spike,Volume_ROC,Volume_Price_Trend,EMA_Spread_Lag_1,Price_Distance_EMA30_Lag_1,EMA_Spread_Lag_2,Price_Distance_EMA30_Lag_2,EMA_Spread_Lag_3,Price_Distance_EMA30_Lag_3,Cross_Above_Last_5,Cross_Below_Last_5,Cross_Above_Last_10,Cross_Below_Last_10,Swing_High_5,Swing_Low_5,Swing_High_10,Swing_Low_10,Swing_High_20,Swing_Low_20,Distance_to_Swing_High,Distance_to_Swing_Low,Hour,Minute,Time_Slot,Morning_Session,Afternoon_Session,Best_Hours,Bullish_Cross_Signal,Bearish_Cross_Signal,Bullish_Retest_Signal,Bearish_Retest_Signal
2024-01-01 12:05:00+05:30,1291.7,1292.25,1291.15,1292.25,20220,1291.3247276472334,1290.6925965930086,0.0004891708680401071,0.00012130320807299223,0.0004841885553947248,0.00019581175817220064,0.0006804956729474714,0.00026033881563136235,1,0,0,0.0007160165237117968,0.0012051873917519038,2,0,0,1,1,1,1,0.00042561423873086054,0.0008512284774617211,0.9999997650455098,1,0,1,0.00042579546334287066,0.0004255443950311703,26105.8,0.7745405235618139,-0.08390721275824575,0,0.00036786765996711483,0.0008630568541518786,0.0002859504704716941,0.0007678621942874673,0.00020118626448183,0.0009755258304771362,0.0,0.0,0.0,0.0,1292.6,1290.05,1292.6,1290.0,1292.6,1289.0,0.00027084542464686327,0.0017411491584445734,12,5,725,0,1,1,0,0,0,0
2024-01-01 12:10:00+05:30,1292.0,1293.0,1291.75,1292.6,71748,1291.6081215034037,1290.8156548773306,0.0006130795498012259,0.00012390868176111885,0.000565902211396291,0.0002381611182428185,0.0009253708184671808,0.00035854074101217953,1,0,0,0.0007673514595359744,0.0013804310093372004,2,0,0,1,1,1,1,0.0004641807210273163,0.0009670431688070556,1.0833330999475883,1,0,1,0.0002708454246469483,0.0004192765137314627,25406.3,2.8240239625604673,2.548367952522255,1,0.0004891708680401071,0.0012051873917519038,0.00036786765996711483,0.0008630568541518786,0.0002859504704716941,0.0007678621942874673,0.0,0.0,0.0,0.0,1293.0,1290.05,1293.0,1290.0,1293.0,1289.0,0.0003094538140183282,0.0020114497911186053,12,10,730,0,1,1,0,0,0,0
2024-01-01 12:15:00+05:30,1292.6,1293.0,1291.8,1292.85,36886,1291.8840945026473,1290.946902949761,0.0007249035486609902,0.00011182399885976426,0.0006380262361616942,0.000280270912158663,0.0009175711759406306,0.0003928812645740651,1,0,0,0.000747113352169742,0.001472016900830732,2,0,0,1,1,1,1,0.00019337123409521602,0.000928181923657072,3.7999980348691977,1,0,0,0.00019340863376138273,0.0004189663686895377,26355.8,1.3995401391724023,-0.4858950772146958,0,0.0006130795498012259,0.0013804310093372004,0.0004891708680401071,0.0012051873917519038,0.00036786765996711483,0.0008630568541518786,0.0,0.0,0.0,0.0,1293.0,1291.05,1293.0,1290.0,1293.0,1289.05,0.00011602274045719996,0.002204432068685392,12,15,735,0,1,1,0,0,0,0
2024-01-01 12:20:00+05:30,1292.85,1292.85,1291.6,1291.9,17596,1291.8876290576145,1291.0083930820344,0.0006805758770648338,-4.432767159615633e-05,0.00043591003744400354,0.0002446721162416508,0.0007824274279056918,0.0003875117297896563,1,0,0,9.575773965157608e-06,0.0006901516510299915,2,0,0,1,1,1,1,0.0007353510333615744,0.0009675671491601517,0.31578943074042404,0,1,1,-0.0007348106895617157,0.0004593171764546168,25946.4,0.6781672987389387,-0.5229626416526596,0,0.0007249035486609902,0.001472016900830732,0.0006130795498012259,0.0013804310093372004,0.0004891708680401071,0.0012051873917519038,0.0,0.0,0.0,0.0,1293.0,1291.05,1293.0,1290.0,1293.0,1289.05,0.0008514590912608631,0.0014707020667235008,12,20,740,0,1,1,0,0,0,1
2024-01-01 12:25:00+05:30,1291.75,1292.35,1291.5,1291.55,22420,1291.8126003781447,1291.0433354638387,0.0005956137310254732,-8.496214603936068e-05,0.0001583134012063676,0.00017638505207757417,0.0005826499528448197,0.000354990903419426,1,0,0,-0.00020332188312084337,0.00039229184790462977,1,1,0,0,1,1,1,0.0001548526963726108,0.0006581239595833758,3.249997901231184,0,1,0,-0.0002709188017649966,0.0004653571592797505,25610.6,0.8754187719147541,0.27415321664014547,0,0.0006805758770648338,0.0006901516510299915,0.0007249035486609902,0.001472016900830732,0.0006130795498012259,0.0013804310093372004,0.0,0.0,0.0,0.0,1293.0,1291.15,1293.0,1290.05,1293.0,1289.2,0.0011226820487012083,0.001161395222794317,12,25,745,0,1,1,0,0,0,0
2024-01-01 12:30:00+05:30,1291.55,1291.85,1290.6,1291.35,57698,1291.7098002941125,1291.0631202726233,0.0005007782719550443,-9.483545907042884e-05,-0.00013491474140478148,9.002486670589461e-05,0.00029819970038105515,0.00028707352981863514,1,0,0,-0.0002786233740756373,0.000222154897879407,1,1,0,0,1,1,1,0.00015487667944402795,0.0009679792465249545,5.249996610207017,0,1,0,-0.00015485269637260934,0.00046297449790238295,27183.6,2.1225297605909446,1.5735057983942906,0,0.0005956137310254732,0.00039229184790462977,0.0006805758770648338,0.0006901516510299915,0.0007249035486609902,0.001472016900830732,0.0,0.0,0.0,0.0,1293.0,1290.6,1293.0,1290.05,1293.0,1290.0,0.0012777326054130105,0.0010066984163859176,12,30,750,0,1,1,0,0,0,0
2024-01-01 12:35:00+05:30,1291.75,1292.5,1291.25,1292.25,20998,1291.8298446731985,1291.1396931582606,0.0005340696575259834,3.329138557093907e-05,-4.4728645987680194e-05,0.00010170350319154137,0.00017166442832268098,0.00025103373956269565,1,0,0,0.00032513470830062115,0.0008592043658266046,2,0,0,1,1,1,1,0.0003869220352099052,0.000967305088024763,1.4999996123251003,1,0,1,0.0006969450574980662,0.00048477383671572527,25577.1,0.8209687572085967,-0.6360705743699955,0,0.0005007782719550443,0.000222154897879407,0.0005956137310254732,0.00039229184790462977,0.0006805758770648338,0.0006901516510299915,0.0,0.0,0.0,0.0,1293.0,1290.6,1293.0,1290.05,1293.0,1290.0,0.0005803830528148578,0.001702456954923618,12,35,755,0,1,1,0,0,0,0
2024-01-01 12:40:00+05:30,1292.25,1292.35,1291.5,1292.0,26422,1291.8676569680433,1291.1951968254696,0.000520479986512194,-1.3589671013789395e-05,4.2619641488652616e-05,0.00011762685067134161,-1.2723691447154153e-05,0.0001923346925743632,1,0,0,0.00010243268727297185,0.0006229126737851659,2,0,0,1,1,1,1,0.0001934984520123839,0.0006578947368420349,2.399998759680277,0,1,0,-0.0001934610176049789,0.0004881179990030205,25516.7,1.0354787256972884,0.25831031526812076,0,0.0005340696575259834,0.0008592043658266046,0.0005007782719550443,0.000222154897879407,0.0005956137310254732,0.00039229184790462977,0.0,0.0,0.0,0.0,1292.85,1290.6,1293.0,1290.6,1293.0,1290.0,0.0007739938080495357,0.0010835913312694202,12,40,760,0,1,1,0,0,0,0
2024-01-01 12:45:00+05:30,1292.2,1292.45,1291.6,1292.25,34476,1291.9526220862558,1291.2632486431812,0.0005334675512281685,1.2987564715974506e-05,0.00018798478736326292,0.00015501052381979407,5.0308577293770533e-05,0.00019740813654847776,1,0,0,0.00023012413522475157,0.0007635916864529201,2,0,0,1,1,1,1,3.869220352095533e-05,0.0006577674598569444,15.999958648125062,1,0,0,0.00019349845201244165,0.0004831336947774098,26496.7,1.3011431612238504,0.3048217394595414,0,0.000520479986512194,0.0006229126737851659,0.0005340696575259834,0.0008592043658266046,0.0005007782719550443,0.000222154897879407,0.0,0.0,0.0,0.0,1292.5,1290.6,1293.0,1290.6,1293.0,1290.0,0.0005803830528148578,0.0012768427161927575,12,45,765,0,1,1,0,0,0,0
2024-01-01 12:50:00+05:30,1292.25,1292.45,1291.8,1292.4,30608,1292.052039400421,1291.3365874403953,0.0005535839987819581,2.0116447553789637e-05,0.00017199999530804772,0.0001524964983867174,0.00018535120512552602,0.00022714340293714295,1,0,0,0.0002692359947222087,0.0008228199935041668,2,0,0,1,1,1,1,0.00011606313834733128,0.0005029402661715343,3.333330461333787,1,0,0,0.00011607661056300955,0.0004694160887048078,27037.6,1.1320531408113146,-0.11219399002204433,0,0.0005334675512281685,0.0007635916864529201,0.000520479986512194,0.0006229126737851659,0.0005340696575259834,0.0008592043658266046,0.0,0.0,0.0,0.0,1292.5,1290.6,1293.0,1290.6,1293.0,1290.0,0.0004642525533889732,0.0013927576601672717,12,50,770,0,1,1,0,0,0,0
