entry_time,entry_price,exit_time,exit_price,exit_reason,pnl_pct,pnl_points,candles_held,win,stop_loss_pct,entry_adx,entry_confidence
2024-01-02 09:35:00+05:30,1302.85,2024-01-02 09:55:00+05:30,1298.8363567353617,stop_loss,-0.30806641322010797,-4.013643264638176,4,0,-0.30806641322010797,35.100162071970644,0.86738276
2024-01-02 11:05:00+05:30,1290.15,2024-01-02 12:45:00+05:30,1293.5,max_holding,0.2596597294888121,3.349999999999909,20,1,-0.3173307740770207,30.01154351450385,0.74303013
2024-01-03 09:35:00+05:30,1307.55,2024-01-03 10:15:00+05:30,1302.4283584155487,stop_loss,-0.3916975706054265,-5.121641584451254,8,0,-0.3916975706054265,56.71809939282149,0.7099477
2024-01-10 09:35:00+05:30,1293.3,2024-01-10 11:15:00+05:30,1295.0,max_holding,0.13144668677028112,1.7000000000000455,20,1,-0.2987296980644659,38.94291819399812,0.70505756
2024-01-11 09:35:00+05:30,1343.4,2024-01-11 10:20:00+05:30,1337.3817320391338,stop_loss,-0.44798778925608873,-6.018267960866297,9,0,-0.44798778925608873,64.10896070953048,0.9339196
2024-01-11 13:10:00+05:30,1345.6,2024-01-11 13:50:00+05:30,1352.3279999999997,profit_target,0.49999999999998807,6.727999999999838,8,1,-0.2595613241977987,34.633740681020655,0.87434596
2024-01-11 14:25:00+05:30,1359.2,2024-01-11 15:15:00+05:30,1361.1,eod,0.13978811065331545,1.8999999999998636,10,1,-0.34361949152383464,51.860066952807834,0.8648218
2024-01-12 09:50:00+05:30,1351.7,2024-01-12 10:05:00+05:30,1358.4585,profit_target,0.4999999999999935,6.758499999999913,3,1,-0.37001944452403956,35.66002776024427,0.85513115
2024-01-12 10:20:00+05:30,1362.0,2024-01-12 12:00:00+05:30,1363.5,max_holding,0.11013215859030838,1.5,20,1,-0.3861048910676625,31.534958723477793,0.83579916
2024-01-12 12:15:00+05:30,1369.95,2024-01-12 12:25:00+05:30,1366.3449587848509,stop_loss,-0.26315129859842956,-3.6050412151491855,2,0,-0.26315129859842956,31.143889856922463,0.7367196
2024-01-15 11:25:00+05:30,1386.2,2024-01-15 12:25:00+05:30,1382.2553896169181,stop_loss,-0.28456286128133806,-3.9446103830819084,12,0,-0.28456286128133806,30.69676828215832,0.847252
2024-01-16 09:45:00+05:30,1391.6,2024-01-16 11:25:00+05:30,1392.8,max_holding,0.08623167576890238,1.2000000000000455,20,1,-0.3412844224479692,28.00217413851697,0.89036655
2024-01-17 09:35:00+05:30,1382.25,2024-01-17 09:50:00+05:30,1375.4312562794642,stop_loss,-0.49330755800584913,-6.818743720535849,3,0,-0.49330755800584913,48.71991694142006,0.9580759
2024-01-17 09:55:00+05:30,1372.35,2024-01-17 11:35:00+05:30,1370.7,max_holding,-0.12023171931357625,-1.6499999999998636,20,0,-0.5041498353606712,45.061887851088976,0.89717406
2024-01-18 09:35:00+05:30,1360.35,2024-01-18 09:55:00+05:30,1354.736004141765,stop_loss,-0.41268760673612165,-5.61399585823483,4,0,-0.41268760673612165,28.037371362985834,0.92655945
2024-01-18 10:00:00+05:30,1353.7,2024-01-18 11:10:00+05:30,1360.4685,profit_target,0.4999999999999929,6.768499999999904,14,1,-0.4305583821490745,25.563428749504023,0.84984374
2024-01-20 09:40:00+05:30,1366.1,2024-01-20 10:35:00+05:30,1372.9304999999997,profit_target,0.4999999999999855,6.830499999999802,11,1,-0.4691334390813603,27.422989678078228,0.8213033
2024-01-20 10:40:00+05:30,1375.2,2024-01-20 10:45:00+05:30,1382.0759999999998,profit_target,0.4999999999999817,6.875999999999749,1,1,-0.40632705520372153,34.4233252058714,0.9263137
2024-01-20 10:50:00+05:30,1377.0,2024-01-20 11:15:00+05:30,1370.6168886067637,stop_loss,-0.4635520256525982,-6.383111393236277,5,0,-0.4635520256525982,34.619534656873775,0.949302
2024-01-20 11:20:00+05:30,1371.7,2024-01-20 13:00:00+05:30,1370.65,max_holding,-0.0765473500036418,-1.0499999999999545,20,0,-0.4574529491682744,26.24703151631626,0.7892578
2024-01-23 09:35:00+05:30,1359.7,2024-01-23 10:15:00+05:30,1354.006560585001,stop_loss,-0.41872761748908927,-5.693439414999148,8,0,-0.41872761748908927,36.3553116837384,0.89270586
2024-01-23 10:20:00+05:30,1347.9,2024-01-23 10:30:00+05:30,1342.411361431932,stop_loss,-0.4071992408982976,-5.488638568068154,2,0,-0.4071992408982976,27.40210734629182,0.9080689
2024-01-23 10:35:00+05:30,1340.9,2024-01-23 11:30:00+05:30,1335.0642533039193,stop_loss,-0.4352111787665622,-5.835746696080832,11,0,-0.4352111787665622,32.159734327437505,0.83877695
2024-01-29 09:35:00+05:30,1368.8,2024-01-29 09:40:00+05:30,1375.6439999999998,profit_target,0.49999999999998707,6.843999999999824,1,1,-0.43558063103512423,42.93555433237922,0.71152836
