stop_atr,rr_ratio,confidence,min_adx,min_volume,min_body,min_range,total_trades,win_rate,total_return,avg_win,avg_loss,profit_factor,expectancy,avg_r
0.5,2.0,0.85,30,1.2,0.25,2.0,7,42.857142857142854,-0.17259416984176057,0.11293245603461488,-0.1278478844864013,0.662500927302949,-0.024656309977394368,-0.24852366324164277
0.5,2.0,0.85,30,1.5,0.15,2.0,6,33.33333333333333,-0.08743466096236635,0.15137797974756,-0.09754765511437159,0.7759180862424322,-0.014572443493727744,-0.16017099396139498
0.5,2.0,0.85,30,1.5,0.2,2.0,5,40.0,-0.08743466096236635,0.15137797974756,-0.13006354015249547,0.7759180862424322,-0.017486932192473277,-0.19220519275367395
0.5,2.0,0.85,30,1.5,0.25,2.0,5,40.0,-0.08743466096236635,0.15137797974756,-0.13006354015249547,0.7759180862424322,-0.017486932192473277,-0.19220519275367395
0.5,2.0,0.85,35,1.2,0.15,2.0,8,50.0,0.23121415550657334,0.1490150995788791,-0.09121156070223577,1.6337304003090747,0.028901769438321664,0.1575417946635626
0.5,2.0,0.85,35,1.2,0.2,2.0,6,50.0,-0.026048874705098438,0.11293245603461488,-0.12161541426964768,0.9286031438763115,-0.004341479117516402,-0.12327760711524989
0.5,2.0,0.85,35,1.2,0.25,2.0,6,50.0,-0.026048874705098438,0.11293245603461488,-0.12161541426964768,0.9286031438763115,-0.004341479117516402,-0.12327760711524989
0.5,2.0,0.85,35,1.5,0.15,2.0,5,40.0,0.05911063417429577,0.15137797974756,-0.08121510844027476,1.2426093506881808,0.011822126834859156,0.007794807246326041
0.5,2.0,0.85,35,1.5,0.2,2.0,4,50.0,0.05911063417429577,0.15137797974756,-0.12182266266041214,1.2426093506881808,0.014777658543573935,0.009743509057907551
0.5,2.0,0.85,35,1.5,0.25,2.0,4,50.0,0.05911063417429577,0.15137797974756,-0.12182266266041214,1.2426093506881808,0.014777658543573935,0.009743509057907551
0.5,2.0,0.85,40,1.2,0.15,2.0,8,50.0,0.23121415550657334,0.1490150995788791,-0.09121156070223577,1.6337304003090747,0.028901769438321664,0.1575417946635626
0.5,2.0,0.85,40,1.2,0.2,2.0,6,50.0,-0.026048874705098438,0.11293245603461488,-0.12161541426964768,0.9286031438763115,-0.004341479117516402,-0.12327760711524989
0.5,2.0,0.85,40,1.2,0.25,2.0,6,50.0,-0.026048874705098438,0.11293245603461488,-0.12161541426964768,0.9286031438763115,-0.004341479117516402,-0.12327760711524989
0.5,2.0,0.85,40,1.5,0.15,2.0,5,40.0,0.05911063417429577,0.15137797974756,-0.08121510844027476,1.2426093506881808,0.011822126834859156,0.007794807246326041
0.5,2.0,0.85,40,1.5,0.2,2.0,4,50.0,0.05911063417429577,0.15137797974756,-0.12182266266041214,1.2426093506881808,0.014777658543573935,0.009743509057907551
0.5,2.0,0.85,40,1.5,0.25,2.0,4,50.0,0.05911063417429577,0.15137797974756,-0.12182266266041214,1.2426093506881808,0.014777658543573935,0.009743509057907551
0.5,2.0,0.9,30,1.2,0.15,2.0,9,44.44444444444444,0.08466886036991121,0.1490150995788791,-0.10227830758912104,1.1655656265061567,0.00940765115221235,0.028926039700944515
0.5,2.0,0.9,30,1.2,0.2,2.0,7,42.857142857142854,-0.17259416984176057,0.11293245603461488,-0.1278478844864013,0.662500927302949,-0.024656309977394368,-0.24852366324164277
0.5,2.0,0.9,30,1.2,0.25,2.0,7,42.857142857142854,-0.17259416984176057,0.11293245603461488,-0.1278478844864013,0.662500927302949,-0.024656309977394368,-0.24852366324164277
0.5,2.0,0.9,30,1.5,0.15,2.0,6,33.33333333333333,-0.08743466096236635,0.15137797974756,-0.09754765511437159,0.7759180862424322,-0.014572443493727744,-0.16017099396139498
0.5,2.0,0.9,30,1.5,0.2,2.0,5,40.0,-0.08743466096236635,0.15137797974756,-0.13006354015249547,0.7759180862424322,-0.017486932192473277,-0.19220519275367395
0.5,2.0,0.9,30,1.5,0.25,2.0,5,40.0,-0.08743466096236635,0.15137797974756,-0.13006354015249547,0.7759180862424322,-0.017486932192473277,-0.19220519275367395
0.5,2.0,0.9,35,1.2,0.15,2.0,8,50.0,0.23121415550657334,0.1490150995788791,-0.09121156070223577,1.6337304003090747,0.028901769438321664,0.1575417946635626
0.5,2.0,0.9,35,1.2,0.2,2.0,6,50.0,-0.026048874705098438,0.11293245603461488,-0.12161541426964768,0.9286031438763115,-0.004341479117516402,-0.12327760711524989
0.5,2.0,0.9,35,1.2,0.25,2.0,6,50.0,-0.026048874705098438,0.11293245603461488,-0.12161541426964768,0.9286031438763115,-0.004341479117516402,-0.12327760711524989
0.5,2.0,0.9,35,1.5,0.15,2.0,5,40.0,0.05911063417429577,0.15137797974756,-0.08121510844027476,1.2426093506881808,0.011822126834859156,0.007794807246326041
0.5,2.0,0.9,35,1.5,0.2,2.0,4,50.0,0.05911063417429577,0.15137797974756,-0.12182266266041214,1.2426093506881808,0.014777658543573935,0.009743509057907551
0.5,2.0,0.9,35,1.5,0.25,2.0,4,50.0,0.05911063417429577,0.15137797974756,-0.12182266266041214,1.2426093506881808,0.014777658543573935,0.009743509057907551
0.5,2.0,0.9,40,1.2,0.15,2.0,8,50.0,0.23121415550657334,0.1490150995788791,-0.09121156070223577,1.6337304003090747,0.028901769438321664,0.1575417946635626
0.5,2.0,0.9,40,1.2,0.2,2.0,6,50.0,-0.026048874705098438,0.11293245603461488,-0.12161541426964768,0.9286031438763115,-0.004341479117516402,-0.12327760711524989
0.5,2.0,0.9,40,1.2,0.25,2.0,6,50.0,-0.026048874705098438,0.11293245603461488,-0.12161541426964768,0.9286031438763115,-0.004341479117516402,-0.12327760711524989
0.5,2.0,0.9,40,1.5,0.15,2.0,5,40.0,0.05911063417429577,0.15137797974756,-0.08121510844027476,1.2426093506881808,0.011822126834859156,0.007794807246326041
0.5,2.0,0.9,40,1.5,0.2,2.0,4,50.0,0.05911063417429577,0.15137797974756,-0.12182266266041214,1.2426093506881808,0.014777658543573935,0.009743509057907551
0.5,2.0,0.9,40,1.5,0.25,2.0,4,50.0,0.05911063417429577,0.15137797974756,-0.12182266266041214,1.2426093506881808,0.014777658543573935,0.009743509057907551
0.5,2.5,0.8,30,1.2,0.15,2.0,9,44.44444444444444,0.02062234781306603,0.13300347143966781,-0.10227830758912104,1.0403259465260444,0.002291371979229559,-0.035152734270696685
0.5,2.5,0.8,30,1.2,0.2,2.0,7,42.857142857142854,-0.09814197680682514,0.1377498537129267,-0.1278478844864013,0.8080883833137182,-0.014020282400975019,-0.1770950918130789
0.5,2.5,0.8,30,1.2,0.25,2.0,7,42.857142857142854,-0.09814197680682514,0.1377498537129267,-0.1278478844864013,0.8080883833137182,-0.014020282400975019,-0.1770950918130789
0.5,2.5,0.8,30,1.5,0.15,2.0,6,33.33333333333333,-0.012982467927430907,0.18860407626502773,-0.09754765511437159,0.9667278831248958,-0.0021637446545718364,-0.07683766062807044
0.5,2.5,0.8,30,1.5,0.2,2.0,5,40.0,-0.012982467927430907,0.18860407626502773,-0.13006354015249547,0.9667278831248958,-0.0025964935854861787,-0.09220519275368452
0.5,2.5,0.8,30,1.5,0.25,2.0,5,40.0,-0.012982467927430907,0.18860407626502773,-0.13006354015249547,0.9667278831248958,-0.0025964935854861787,-0.09220519275368452
0.5,2.5,0.8,35,1.2,0.15,2.0,8,50.0,0.1671676429497282,0.13300347143966781,-0.09121156070223577,1.4581865545954598,0.020895955368716024,0.0854531739454662
0.5,2.5,0.8,35,1.2,0.2,2.0,6,50.0,0.048403318329837006,0.1377498537129267,-0.12161541426964768,1.132667717658762,0.008067219721639506,-0.03994427378192537
0.5,2.5,0.8,35,1.2,0.25,2.0,6,50.0,0.048403318329837006,0.1377498537129267,-0.12161541426964768,1.132667717658762,0.008067219721639506,-0.03994427378192537
0.5,2.5,0.8,35,1.5,0.15,2.0,5,40.0,0.1335628272092312,0.18860407626502773,-0.08121510844027476,1.5481854701433733,0.026712565441846255,0.10779480724631547
0.5,2.5,0.8,35,1.5,0.2,2.0,4,50.0,0.1335628272092312,0.18860407626502773,-0.12182266266041214,1.5481854701433733,0.033390706802307796,0.13474350905789434
0.5,2.5,0.8,35,1.5,0.25,2.0,4,50.0,0.1335628272092312,0.18860407626502773,-0.12182266266041214,1.5481854701433733,0.033390706802307796,0.13474350905789434
0.5,2.5,0.8,40,1.2,0.15,2.0,8,50.0,0.1671676429497282,0.13300347143966781,-0.09121156070223577,1.4581865545954598,0.020895955368716024,0.0854531739454662
0.5,2.5,0.8,40,1.2,0.2,2.0,6,50.0,0.048403318329837006,0.1377498537129267,-0.12161541426964768,1.132667717658762,0.008067219721639506,-0.03994427378192537
0.5,2.5,0.8,40,1.2,0.25,2.0,6,50.0,0.048403318329837006,0.1377498537129267,-0.12161541426964768,1.132667717658762,0.008067219721639506,-0.03994427378192537
0.5,2.5,0.8,40,1.5,0.15,2.0,5,40.0,0.1335628272092312,0.18860407626502773,-0.08121510844027476,1.5481854701433733,0.026712565441846255,0.10779480724631547
0.5,2.5,0.8,40,1.5,0.2,2.0,4,50.0,0.1335628272092312,0.18860407626502773,-0.12182266266041214,1.5481854701433733,0.033390706802307796,0.13474350905789434
0.5,2.5,0.8,40,1.5,0.25,2.0,4,50.0,0.1335628272092312,0.18860407626502773,-0.12182266266041214,1.5481854701433733,0.033390706802307796,0.13474350905789434
0.5,2.5,0.85,30,1.2,0.15,2.0,9,44.44444444444444,0.02062234781306603,0.13300347143966781,-0.10227830758912104,1.0403259465260444,0.002291371979229559,-0.035152734270696685
0.5,2.5,0.85,30,1.2,0.2,2.0,7,42.857142857142854,-0.09814197680682514,0.1377498537129267,-0.1278478844864013,0.8080883833137182,-0.014020282400975019,-0.1770950918130789
0.5,2.5,0.85,30,1.2,0.25,2.0,7,42.857142857142854,-0.09814197680682514,0.1377498537129267,-0.1278478844864013,0.8080883833137182,-0.014020282400975019,-0.1770950918130789
0.5,2.5,0.85,30,1.5,0.15,2.0,6,33.33333333333333,-0.012982467927430907,0.18860407626502773,-0.09754765511437159,0.9667278831248958,-0.0021637446545718364,-0.07683766062807044
0.5,2.5,0.85,30,1.5,0.2,2.0,5,40.0,-0.012982467927430907,0.18860407626502773,-0.13006354015249547,0.9667278831248958,-0.0025964935854861787,-0.09220519275368452
0.5,2.5,0.85,30,1.5,0.25,2.0,5,40.0,-0.012982467927430907,0.18860407626502773,-0.13006354015249547,0.9667278831248958,-0.0025964935854861787,-0.09220519275368452
0.5,2.5,0.85,35,1.2,0.15,2.0,8,50.0,0.1671676429497282,0.13300347143966781,-0.09121156070223577,1.4581865545954598,0.020895955368716024,0.0854531739454662
0.5,2.5,0.85,35,1.2,0.2,2.0,6,50.0,0.048403318329837006,0.1377498537129267,-0.12161541426964768,1.132667717658762,0.008067219721639506,-0.03994427378192537
0.5,2.5,0.85,35,1.2,0.25,2.0,6,50.0,0.048403318329837006,0.1377498537129267,-0.12161541426964768,1.132667717658762,0.008067219721639506,-0.03994427378192537
0.5,2.5,0.85,35,1.5,0.15,2.0,5,40.0,0.1335628272092312,0.18860407626502773,-0.08121510844027476,1.5481854701433733,0.026712565441846255,0.10779480724631547
0.5,2.5,0.85,35,1.5,0.2,2.0,4,50.0,0.1335628272092312,0.18860407626502773,-0.12182266266041214,1.5481854701433733,0.033390706802307796,0.13474350905789434
0.5,2.5,0.85,35,1.5,0.25,2.0,4,50.0,0.1335628272092312,0.18860407626502773,-0.12182266266041214,1.5481854701433733,0.033390706802307796,0.13474350905789434
0.5,2.5,0.85,40,1.2,0.15,2.0,8,50.0,0.1671676429497282,0.13300347143966781,-0.09121156070223577,1.4581865545954598,0.020895955368716024,0.0854531739454662
0.5,2.5,0.85,40,1.2,0.2,2.0,6,50.0,0.048403318329837006,0.1377498537129267,-0.12161541426964768,1.132667717658762,0.008067219721639506,-0.03994427378192537
0.5,2.5,0.85,40,1.2,0.25,2.0,6,50.0,0.048403318329837006,0.1377498537129267,-0.12161541426964768,1.132667717658762,0.008067219721639506,-0.03994427378192537
0.5,2.5,0.85,40,1.5,0.15,2.0,5,40.0,0.1335628272092312,0.18860407626502773,-0.08121510844027476,1.5481854701433733,0.026712565441846255,0.10779480724631547
0.5,2.5,0.85,40,1.5,0.2,2.0,4,50.0,0.1335628272092312,0.18860407626502773,-0.12182266266041214,1.5481854701433733,0.033390706802307796,0.13474350905789434
0.5,2.5,0.85,40,1.5,0.25,2.0,4,50.0,0.1335628272092312,0.18860407626502773,-0.12182266266041214,1.5481854701433733,0.033390706802307796,0.13474350905789434
0.5,2.5,0.9,30,1.2,0.15,2.0,9,44.44444444444444,0.02062234781306603,0.13300347143966781,-0.10227830758912104,1.0403259465260444,0.002291371979229559,-0.035152734270696685
0.5,2.5,0.9,30,1.2,0.2,2.0,7,42.857142857142854,-0.09814197680682514,0.1377498537129267,-0.1278478844864013,0.8080883833137182,-0.014020282400975019,-0.1770950918130789
0.5,2.5,0.9,30,1.2,0.25,2.0,7,42.857142857142854,-0.09814197680682514,0.1377498537129267,-0.1278478844864013,0.8080883833137182,-0.014020282400975019,-0.1770950918130789
0.5,2.5,0.9,30,1.5,0.15,2.0,6,33.33333333333333,-0.012982467927430907,0.18860407626502773,-0.09754765511437159,0.9667278831248958,-0.0021637446545718364,-0.07683766062807044
0.5,2.5,0.9,30,1.5,0.2,2.0,5,40.0,-0.012982467927430907,0.18860407626502773,-0.13006354015249547,0.9667278831248958,-0.0025964935854861787,-0.09220519275368452
0.5,2.5,0.9,30,1.5,0.25,2.0,5,40.0,-0.012982467927430907,0.18860407626502773,-0.13006354015249547,0.9667278831248958,-0.0025964935854861787,-0.09220519275368452
0.5,2.5,0.9,35,1.2,0.15,2.0,8,50.0,0.1671676429497282,0.13300347143966781,-0.09121156070223577,1.4581865545954598,0.020895955368716024,0.0854531739454662
0.5,2.5,0.9,35,1.2,0.2,2.0,6,50.0,0.048403318329837006,0.1377498537129267,-0.12161541426964768,1.132667717658762,0.008067219721639506,-0.03994427378192537
0.5,2.5,0.9,35,1.2,0.25,2.0,6,50.0,0.048403318329837006,0.1377498537129267,-0.12161541426964768,1.132667717658762,0.008067219721639506,-0.03994427378192537
0.5,2.5,0.9,35,1.5,0.15,2.0,5,40.0,0.1335628272092312,0.18860407626502773,-0.08121510844027476,1.5481854701433733,0.026712565441846255,0.10779480724631547
0.5,2.5,0.9,35,1.5,0.2,2.0,4,50.0,0.1335628272092312,0.18860407626502773,-0.12182266266041214,1.5481854701433733,0.033390706802307796,0.13474350905789434
0.5,2.5,0.9,35,1.5,0.25,2.0,4,50.0,0.1335628272092312,0.18860407626502773,-0.12182266266041214,1.5481854701433733,0.033390706802307796,0.13474350905789434
0.5,2.5,0.9,40,1.2,0.15,2.0,8,50.0,0.1671676429497282,0.13300347143966781,-0.09121156070223577,1.4581865545954598,0.020895955368716024,0.0854531739454662
0.5,2.5,0.9,40,1.2,0.2,2.0,6,50.0,0.048403318329837006,0.1377498537129267,-0.12161541426964768,1.132667717658762,0.008067219721639506,-0.03994427378192537
0.5,2.5,0.9,40,1.2,0.25,2.0,6,50.0,0.048403318329837006,0.1377498537129267,-0.12161541426964768,1.132667717658762,0.008067219721639506,-0.03994427378192537
0.5,2.5,0.9,40,1.5,0.15,2.0,5,40.0,0.1335628272092312,0.18860407626502773,-0.08121510844027476,1.5481854701433733,0.026712565441846255,0.10779480724631547
0.5,2.5,0.9,40,1.5,0.2,2.0,4,50.0,0.1335628272092312,0.18860407626502773,-0.12182266266041214,1.5481854701433733,0.033390706802307796,0.13474350905789434
0.5,2.5,0.9,40,1.5,0.25,2.0,4,50.0,0.1335628272092312,0.18860407626502773,-0.12182266266041214,1.5481854701433733,0.033390706802307796,0.13474350905789434
0.5,3.0,0.8,30,1.2,0.15,2.0,9,33.33333333333333,-0.3516386173616427,0.0532509735279875,-0.0852319229909342,0.3123886664721363,-0.03907095748462698,-0.3129305120484686
0.5,3.0,0.8,30,1.2,0.2,2.0,7,28.57142857142857,-0.4704029419815339,0.02049429798203567,-0.10227830758912104,0.08015110325981017,-0.06720042028307627,-0.5342379489559285
0.5,3.0,0.8,30,1.2,0.25,2.0,7,28.57142857142857,-0.4704029419815339,0.02049429798203567,-0.10227830758912104,0.08015110325981017,-0.06720042028307627,-0.5342379489559285
0.5,3.0,0.8,30,1.5,0.15,2.0,6,16.666666666666664,-0.38524343310213965,0.0049471873553467265,-0.07803812409149727,0.012678898712496736,-0.06420723885035662,-0.4935043272947283
0.5,3.0,0.8,30,1.5,0.2,2.0,5,20.0,-0.38524343310213965,0.0049471873553467265,-0.09754765511437159,0.012678898712496736,-0.07704868662042794,-0.592205192753674
0.5,3.0,0.8,30,1.5,0.25,2.0,5,20.0,-0.38524343310213965,0.0049471873553467265,-0.09754765511437159,0.012678898712496736,-0.07704868662042794,-0.592205192753674
0.5,3.0,0.8,35,1.2,0.15,2.0,8,37.5,-0.20509332222498056,0.0532509735279875,-0.07296924856178862,0.4378636856831205,-0.02563666527812257,-0.22704682605452717
0.5,3.0,0.8,35,1.2,0.2,2.0,6,33.33333333333333,-0.3238576468448717,0.02049429798203567,-0.09121156070223577,0.11234484874642275,-0.0539762744741453,-0.45661094044858325
0.5,3.0,0.8,35,1.2,0.25,2.0,6,33.33333333333333,-0.3238576468448717,0.02049429798203567,-0.09121156070223577,0.11234484874642275,-0.0539762744741453,-0.45661094044858325
0.5,3.0,0.8,35,1.5,0.15,2.0,5,20.0,-0.23869813796547754,0.0049471873553467265,-0.06091133133020607,0.020304872867281283,-0.04773962759309551,-0.39220519275367394
0.5,3.0,0.8,35,1.5,0.2,2.0,4,25.0,-0.23869813796547754,0.0049471873553467265,-0.08121510844027476,0.020304872867281283,-0.05967453449136939,-0.49025649094209245
0.5,3.0,0.8,35,1.5,0.25,2.0,4,25.0,-0.23869813796547754,0.0049471873553467265,-0.08121510844027476,0.020304872867281283,-0.05967453449136939,-0.49025649094209245
0.5,3.0,0.8,40,1.2,0.15,2.0,8,37.5,-0.20509332222498056,0.0532509735279875,-0.07296924856178862,0.4378636856831205,-0.02563666527812257,-0.22704682605452717
0.5,3.0,0.8,40,1.2,0.2,2.0,6,33.33333333333333,-0.3238576468448717,0.02049429798203567,-0.09121156070223577,0.11234484874642275,-0.0539762744741453,-0.45661094044858325
0.5,3.0,0.8,40,1.2,0.25,2.0,6,33.33333333333333,-0.3238576468448717,0.02049429798203567,-0.09121156070223577,0.11234484874642275,-0.0539762744741453,-0.45661094044858325
0.5,3.0,0.8,40,1.5,0.15,2.0,5,20.0,-0.23869813796547754,0.0049471873553467265,-0.06091133133020607,0.020304872867281283,-0.04773962759309551,-0.39220519275367394
0.5,3.0,0.8,40,1.5,0.2,2.0,4,25.0,-0.23869813796547754,0.0049471873553467265,-0.08121510844027476,0.020304872867281283,-0.05967453449136939,-0.49025649094209245
0.5,3.0,0.8,40,1.5,0.25,2.0,4,25.0,-0.23869813796547754,0.0049471873553467265,-0.08121510844027476,0.020304872867281283,-0.05967453449136939,-0.49025649094209245
0.5,3.0,0.85,30,1.2,0.15,2.0,9,33.33333333333333,-0.3516386173616427,0.0532509735279875,-0.0852319229909342,0.3123886664721363,-0.03907095748462698,-0.3129305120484686
0.5,3.0,0.85,30,1.2,0.2,2.0,7,28.57142857142857,-0.4704029419815339,0.02049429798203567,-0.10227830758912104,0.08015110325981017,-0.06720042028307627,-0.5342379489559285
0.5,3.0,0.85,30,1.2,0.25,2.0,7,28.57142857142857,-0.4704029419815339,0.02049429798203567,-0.10227830758912104,0.08015110325981017,-0.06720042028307627,-0.5342379489559285
0.5,3.0,0.85,30,1.5,0.15,2.0,6,16.666666666666664,-0.38524343310213965,0.0049471873553467265,-0.07803812409149727,0.012678898712496736,-0.06420723885035662,-0.4935043272947283
0.5,3.0,0.85,30,1.5,0.2,2.0,5,20.0,-0.38524343310213965,0.0049471873553467265,-0.09754765511437159,0.012678898712496736,-0.07704868662042794,-0.592205192753674
0.5,3.0,0.85,30,1.5,0.25,2.0,5,20.0,-0.38524343310213965,0.0049471873553467265,-0.09754765511437159,0.012678898712496736,-0.07704868662042794,-0.592205192753674
0.5,3.0,0.85,35,1.2,0.15,2.0,8,37.5,-0.20509332222498056,0.0532509735279875,-0.07296924856178862,0.4378636856831205,-0.02563666527812257,-0.22704682605452717
0.5,3.0,0.85,35,1.2,0.2,2.0,6,33.33333333333333,-0.3238576468448717,0.02049429798203567,-0.09121156070223577,0.11234484874642275,-0.0539762744741453,-0.45661094044858325
0.5,3.0,0.85,35,1.2,0.25,2.0,6,33.33333333333333,-0.3238576468448717,0.02049429798203567,-0.09121156070223577,0.11234484874642275,-0.0539762744741453,-0.45661094044858325
0.5,3.0,0.85,35,1.5,0.15,2.0,5,20.0,-0.23869813796547754,0.0049471873553467265,-0.06091133133020607,0.020304872867281283,-0.04773962759309551,-0.39220519275367394
0.5,3.0,0.85,35,1.5,0.2,2.0,4,25.0,-0.23869813796547754,0.0049471873553467265,-0.08121510844027476,0.020304872867281283,-0.05967453449136939,-0.49025649094209245
0.5,3.0,0.85,35,1.5,0.25,2.0,4,25.0,-0.23869813796547754,0.0049471873553467265,-0.08121510844027476,0.020304872867281283,-0.05967453449136939,-0.49025649094209245
0.5,3.0,0.85,40,1.2,0.15,2.0,8,37.5,-0.20509332222498056,0.0532509735279875,-0.07296924856178862,0.4378636856831205,-0.02563666527812257,-0.22704682605452717
0.5,3.0,0.85,40,1.2,0.2,2.0,6,33.33333333333333,-0.3238576468448717,0.02049429798203567,-0.09121156070223577,0.11234484874642275,-0.0539762744741453,-0.45661094044858325
0.5,3.0,0.85,40,1.2,0.25,2.0,6,33.33333333333333,-0.3238576468448717,0.02049429798203567,-0.09121156070223577,0.11234484874642275,-0.0539762744741453,-0.45661094044858325
0.5,3.0,0.85,40,1.5,0.15,2.0,5,20.0,-0.23869813796547754,0.0049471873553467265,-0.06091133133020607,0.020304872867281283,-0.04773962759309551,-0.39220519275367394
0.5,3.0,0.85,40,1.5,0.2,2.0,4,25.0,-0.23869813796547754,0.0049471873553467265,-0.08121510844027476,0.020304872867281283,-0.05967453449136939,-0.49025649094209245
0.5,3.0,0.85,40,1.5,0.25,2.0,4,25.0,-0.23869813796547754,0.0049471873553467265,-0.08121510844027476,0.020304872867281283,-0.05967453449136939,-0.49025649094209245
0.5,3.0,0.9,30,1.2,0.15,2.0,9,33.33333333333333,-0.3516386173616427,0.0532509735279875,-0.0852319229909342,0.3123886664721363,-0.03907095748462698,-0.3129305120484686
0.5,3.0,0.9,30,1.2,0.2,2.0,7,28.57142857142857,-0.4704029419815339,0.02049429798203567,-0.10227830758912104,0.08015110325981017,-0.06720042028307627,-0.5342379489559285
0.5,3.0,0.9,30,1.2,0.25,2.0,7,28.57142857142857,-0.4704029419815339,0.02049429798203567,-0.10227830758912104,0.08015110325981017,-0.06720042028307627,-0.5342379489559285
0.5,3.0,0.9,30,1.5,0.15,2.0,6,16.666666666666664,-0.38524343310213965,0.0049471873553467265,-0.07803812409149727,0.012678898712496736,-0.06420723885035662,-0.4935043272947283
0.5,3.0,0.9,30,1.5,0.2,2.0,5,20.0,-0.38524343310213965,0.0049471873553467265,-0.09754765511437159,0.012678898712496736,-0.07704868662042794,-0.592205192753674
0.5,3.0,0.9,30,1.5,0.25,2.0,5,20.0,-0.38524343310213965,0.0049471873553467265,-0.09754765511437159,0.012678898712496736,-0.07704868662042794,-0.592205192753674
0.5,3.0,0.9,35,1.2,0.15,2.0,8,37.5,-0.20509332222498056,0.0532509735279875,-0.07296924856178862,0.4378636856831205,-0.02563666527812257,-0.22704682605452717
0.5,3.0,0.9,35,1.2,0.2,2.0,6,33.33333333333333,-0.3238576468448717,0.02049429798203567,-0.09121156070223577,0.11234484874642275,-0.0539762744741453,-0.45661094044858325
0.5,3.0,0.9,35,1.2,0.25,2.0,6,33.33333333333333,-0.3238576468448717,0.02049429798203567,-0.09121156070223577,0.11234484874642275,-0.0539762744741453,-0.45661094044858325
0.5,3.0,0.9,35,1.5,0.15,2.0,5,20.0,-0.23869813796547754,0.0049471873553467265,-0.06091133133020607,0.020304872867281283,-0.04773962759309551,-0.39220519275367394
