datetime,open,high,low,close,volume,EMA_8,EMA_30,EMA_Spread,EMA_Spread_ROC,EMA_8_Slope_3,EMA_30_Slope_3,EMA_8_Slope_5,EMA_30_Slope_5,EMA_8_Above_30,EMA_Cross_Above,EMA_Cross_Below,Price_Distance_EMA8,Price_Distance_EMA30,Price_Position_Flag,Close_Below_EMA8,Close_Below_EMA30,Close_Above_EMA8,Close_Above_EMA30,Near_EMA8,Near_EMA30,Candle_Body_Size,Candle_Range,Wick_to_Body_Ratio,Green_Candle,Red_Candle,Strong_Candle,Price_Returns,Rolling_Volatility,Volume_MA20,Volume_Spike,Volume_ROC,Volume_Price_Trend,EMA_Spread_Lag_1,Price_Distance_EMA30_Lag_1,EMA_Spread_Lag_2,Price_Distance_EMA30_Lag_2,EMA_Spread_Lag_3,Price_Distance_EMA30_Lag_3,Cross_Above_Last_5,Cross_Below_Last_5,Cross_Above_Last_10,Cross_Below_Last_10,Swing_High_5,Swing_Low_5,Swing_High_10,Swing_Low_10,Swing_High_20,Swing_Low_20,Distance_to_Swing_High,Distance_to_Swing_Low,Hour,Minute,Time_Slot,Morning_Session,Afternoon_Session,Best_Hours,Bullish_Cross_Signal,Bearish_Cross_Signal,Bullish_Retest_Signal,Bearish_Retest_Signal,target_long_1.0R,target_short_1.0R,target_long_2.0R,target_short_2.0R,target_combined_1.0R,direction_1.0R,target_combined_2.0R,direction_2.0R
2024-01-01 12:05:00+05:30,1291.7,1292.25,1291.15,1292.25,20220,1291.3247276472334,1290.6925965930086,0.0004891708680401,0.0001213032080729,0.0004841885553947,0.0001958117581722,0.0006804956729474,0.0002603388156313,1,0,0,0.0007160165237117,0.0012051873917519,2,0,0,1,1,1,1,0.0004256142387308,0.0008512284774617,0.9999997650455098,1,0,1,0.0004257954633428,0.0004255443950311,26105.8,0.7745405235618139,-0.0839072127582457,0,0.0003678676599671,0.0008630568541518,0.0002859504704716,0.0007678621942874,0.0002011862644818,0.0009755258304771,0.0,0.0,0.0,0.0,1292.6,1290.05,1292.6,1290.0,1292.6,1289.0,0.0002708454246468,0.0017411491584445,12,5,725,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01 12:10:00+05:30,1292.0,1293.0,1291.75,1292.6,71748,1291.6081215034037,1290.8156548773306,0.0006130795498012,0.0001239086817611,0.0005659022113962,0.0002381611182428,0.0009253708184671,0.0003585407410121,1,0,0,0.0007673514595359,0.0013804310093372,2,0,0,1,1,1,1,0.0004641807210273,0.000967043168807,1.0833330999475883,1,0,1,0.0002708454246469,0.0004192765137314,25406.3,2.8240239625604677,2.548367952522255,1,0.0004891708680401,0.0012051873917519,0.0003678676599671,0.0008630568541518,0.0002859504704716,0.0007678621942874,0.0,0.0,0.0,0.0,1293.0,1290.05,1293.0,1290.0,1293.0,1289.0,0.0003094538140183,0.0020114497911186,12,10,730,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01 12:15:00+05:30,1292.6,1293.0,1291.8,1292.85,36886,1291.8840945026473,1290.946902949761,0.0007249035486609,0.0001118239988597,0.0006380262361616,0.0002802709121586,0.0009175711759406,0.000392881264574,1,0,0,0.0007471133521697,0.0014720169008307,2,0,0,1,1,1,1,0.0001933712340952,0.000928181923657,3.7999980348691977,1,0,0,0.0001934086337613,0.0004189663686895,26355.8,1.3995401391724025,-0.4858950772146958,0,0.0006130795498012,0.0013804310093372,0.0004891708680401,0.0012051873917519,0.0003678676599671,0.0008630568541518,0.0,0.0,0.0,0.0,1293.0,1291.05,1293.0,1290.0,1293.0,1289.05,0.0001160227404571,0.0022044320686853,12,15,735,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01 12:20:00+05:30,1292.85,1292.85,1291.6,1291.9,17596,1291.8876290576145,1291.0083930820344,0.0006805758770648,-4.432767159615633e-05,0.000435910037444,0.0002446721162416,0.0007824274279056,0.0003875117297896,1,0,0,9.575773965157608e-06,0.0006901516510299,2,0,0,1,1,1,1,0.0007353510333615,0.0009675671491601,0.315789430740424,0,1,1,-0.0007348106895617,0.0004593171764546,25946.4,0.6781672987389387,-0.5229626416526596,0,0.0007249035486609,0.0014720169008307,0.0006130795498012,0.0013804310093372,0.0004891708680401,0.0012051873917519,0.0,0.0,0.0,0.0,1293.0,1291.05,1293.0,1290.0,1293.0,1289.05,0.0008514590912608,0.0014707020667235,12,20,740,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2024-01-01 12:25:00+05:30,1291.75,1292.35,1291.5,1291.55,22420,1291.812600378145,1291.0433354638387,0.0005956137310254,-8.496214603936068e-05,0.0001583134012063,0.0001763850520775,0.0005826499528448,0.0003549909034194,1,0,0,-0.0002033218831208,0.0003922918479046,1,1,0,0,1,1,1,0.0001548526963726,0.0006581239595833,3.249997901231184,0,1,0,-0.0002709188017649,0.0004653571592797,25610.6,0.8754187719147541,0.2741532166401454,0,0.0006805758770648,0.0006901516510299,0.0007249035486609,0.0014720169008307,0.0006130795498012,0.0013804310093372,0.0,0.0,0.0,0.0,1293.0,1291.15,1293.0,1290.05,1293.0,1289.2,0.0011226820487012,0.0011613952227943,12,25,745,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01 12:30:00+05:30,1291.55,1291.85,1290.6,1291.35,57698,1291.7098002941125,1291.063120272623,0.000500778271955,-9.483545907042884e-05,-0.0001349147414047,9.002486670589461e-05,0.000298199700381,0.0002870735298186,1,0,0,-0.0002786233740756,0.0002221548978794,1,1,0,0,1,1,1,0.000154876679444,0.0009679792465249,5.249996610207017,0,1,0,-0.0001548526963726,0.0004629744979023,27183.6,2.122529760590945,1.5735057983942906,0,0.0005956137310254,0.0003922918479046,0.0006805758770648,0.0006901516510299,0.0007249035486609,0.0014720169008307,0.0,0.0,0.0,0.0,1293.0,1290.6,1293.0,1290.05,1293.0,1290.0,0.001277732605413,0.0010066984163859,12,30,750,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01 12:35:00+05:30,1291.75,1292.5,1291.25,1292.25,20998,1291.8298446731983,1291.1396931582606,0.0005340696575259,3.329138557093907e-05,-4.4728645987680194e-05,0.0001017035031915,0.0001716644283226,0.0002510337395626,1,0,0,0.0003251347083006,0.0008592043658266,2,0,0,1,1,1,1,0.0003869220352099,0.0009673050880247,1.4999996123251005,1,0,1,0.000696945057498,0.0004847738367157,25577.1,0.8209687572085967,-0.6360705743699955,0,0.000500778271955,0.0002221548978794,0.0005956137310254,0.0003922918479046,0.0006805758770648,0.0006901516510299,0.0,0.0,0.0,0.0,1293.0,1290.6,1293.0,1290.05,1293.0,1290.0,0.0005803830528148,0.0017024569549236,12,35,755,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01 12:40:00+05:30,1292.25,1292.35,1291.5,1292.0,26422,1291.867656968043,1291.1951968254696,0.0005204799865121,-1.3589671013789395e-05,4.2619641488652616e-05,0.0001176268506713,-1.2723691447154151e-05,0.0001923346925743,1,0,0,0.0001024326872729,0.0006229126737851,2,0,0,1,1,1,1,0.0001934984520123,0.000657894736842,2.399998759680277,0,1,0,-0.0001934610176049,0.000488117999003,25516.7,1.0354787256972884,0.2583103152681207,0,0.0005340696575259,0.0008592043658266,0.000500778271955,0.0002221548978794,0.0005956137310254,0.0003922918479046,0.0,0.0,0.0,0.0,1292.85,1290.6,1293.0,1290.6,1293.0,1290.0,0.0007739938080495,0.0010835913312694,12,40,760,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01 12:45:00+05:30,1292.2,1292.45,1291.6,1292.25,34476,1291.9526220862558,1291.2632486431812,0.0005334675512281,1.2987564715974506e-05,0.0001879847873632,0.0001550105238197,5.030857729377053e-05,0.0001974081365484,1,0,0,0.0002301241352247,0.0007635916864529,2,0,0,1,1,1,1,3.869220352095533e-05,0.0006577674598569,15.999958648125062,1,0,0,0.0001934984520124,0.0004831336947774,26496.7,1.3011431612238504,0.3048217394595414,0,0.0005204799865121,0.0006229126737851,0.0005340696575259,0.0008592043658266,0.000500778271955,0.0002221548978794,0.0,0.0,0.0,0.0,1292.5,1290.6,1293.0,1290.6,1293.0,1290.0,0.0005803830528148,0.0012768427161927,12,45,765,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01 12:50:00+05:30,1292.25,1292.45,1291.8,1292.4,30608,1292.052039400421,1291.3365874403953,0.0005535839987819,2.011644755378964e-05,0.000171999995308,0.0001524964983867,0.0001853512051255,0.0002271434029371,1,0,0,0.0002692359947222,0.0008228199935041,2,0,0,1,1,1,1,0.0001160631383473,0.0005029402661715,3.333330461333787,1,0,0,0.000116076610563,0.0004694160887048,27037.6,1.1320531408113146,-0.1121939900220443,0,0.0005334675512281,0.0007635916864529,0.0005204799865121,0.0006229126737851,0.0005340696575259,0.0008592043658266,0.0,0.0,0.0,0.0,1292.5,1290.6,1293.0,1290.6,1293.0,1290.0,0.0004642525533889,0.0013927576601672,12,50,770,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
