filters,stop_atr,rr_ratio,total_trades,win_rate,total_return,avg_win,avg_loss,profit_factor,expectancy,avg_r
EMA+Vol,0.5,1.5,42,40.476190476190474,0.5058020302849858,0.1608267056696423,-0.08913007864395732,1.2269949888883118,0.012042905482975853,0.08333333333333706
EMA+Vol,0.5,1.5,42,40.476190476190474,0.5058020302849858,0.1608267056696423,-0.08913007864395732,1.2269949888883118,0.012042905482975853,0.08333333333333706
EMA+Vol+Structure,0.5,1.5,11,45.45454545454545,0.4057567265326322,0.194563946551027,-0.09451050103708379,1.7155408165938837,0.03688697513933021,0.3181818181818235
EMA+Vol+Structure,0.5,1.5,11,45.45454545454545,0.4057567265326322,0.194563946551027,-0.09451050103708379,1.7155408165938837,0.03688697513933021,0.3181818181818235
EMA+Vol+Structure,0.5,1.5,6,50.0,0.31788928246132075,0.196611422985136,-0.09064832883136241,2.168947023291538,0.0529815470768868,0.4166666666666976
EMA+Vol+Structure,0.5,1.5,6,50.0,0.31788928246132075,0.196611422985136,-0.09064832883136241,2.168947023291538,0.0529815470768868,0.4166666666666976
EMA+Vol+Candle,0.5,1.5,32,43.75,0.7411798829867949,0.16504453212171297,-0.08719130926206592,1.4722564727428367,0.023161871343337345,0.18750000000000444
EMA+Vol+Candle,0.5,1.5,32,43.75,0.7411798829867949,0.16504453212171297,-0.08719130926206592,1.4722564727428367,0.023161871343337345,0.18750000000000444
EMA+Vol+Candle,0.5,1.5,22,36.36363636363637,0.043189267394996664,0.1665963522030235,-0.09211296787351365,1.0334909160163783,0.0019631485179544064,6.4594794160009106e-15
EMA+Vol+Candle,0.5,1.5,22,36.36363636363637,0.043189267394996664,0.1665963522030235,-0.09211296787351365,1.0334909160163783,0.0019631485179544064,6.4594794160009106e-15
EMA+Vol+Candle,0.5,1.5,24,37.5,0.20678305529387137,0.17211247699786725,-0.08948194917912894,1.154059418084366,0.008615960637244631,0.02083333333334191
EMA+Vol+Candle,0.5,1.5,24,37.5,0.20678305529387137,0.17211247699786725,-0.08948194917912894,1.154059418084366,0.008615960637244631,0.02083333333334191
EMA+Vol+Candle,0.5,1.5,17,35.294117647058826,-0.05798577911202883,0.16808721381471803,-0.09695536927275789,0.9456302987212589,-0.003410928183060491,-0.058823529411756344
EMA+Vol+Candle,0.5,1.5,17,35.294117647058826,-0.05798577911202883,0.16808721381471803,-0.09695536927275789,0.9456302987212589,-0.003410928183060491,-0.058823529411756344
EMA+Vol+Candle+Structure,0.5,1.5,9,44.44444444444444,0.38963563763194764,0.19569538540353842,-0.07862918079644121,1.9910713393813781,0.04329284862577196,0.33333333333334686
EMA+Vol+Candle+Structure,0.5,1.5,7,28.57142857142857,0.007579126067738612,0.20036251502497232,-0.07862918079644121,1.019278150912852,0.0010827322953912213,1.738292049984531e-14
EMA+Vol+Candle+Structure,0.5,1.5,6,50.0,0.31788928246132075,0.196611422985136,-0.09064832883136241,2.168947023291538,0.0529815470768868,0.4166666666666976
EMA+Vol+Candle+Structure,0.5,1.5,5,40.0,0.12878004355585745,0.20036251502497232,-0.09064832883136241,1.4735518209623528,0.025756008711171487,0.20000000000002432
EMA,0.5,2.0,165,27.878787878787882,-0.8185697701553425,0.2063240123724009,-0.0866342381452587,0.9206002417566469,-0.004961028910032382,-0.04242424242424243
EMA,0.5,2.0,165,27.878787878787882,-0.8185697701553425,0.2063240123724009,-0.0866342381452587,0.9206002417566469,-0.004961028910032382,-0.04242424242424243
EMA,0.5,2.0,165,27.878787878787882,-0.8185697701553425,0.2063240123724009,-0.0866342381452587,0.9206002417566469,-0.004961028910032382,-0.04242424242424243
EMA,0.5,2.0,165,27.878787878787882,-0.8185697701553425,0.2063240123724009,-0.0866342381452587,0.9206002417566469,-0.004961028910032382,-0.04242424242424243
EMA,0.5,2.0,165,27.878787878787882,-0.8185697701553425,0.2063240123724009,-0.0866342381452587,0.9206002417566469,-0.004961028910032382,-0.04242424242424243
EMA,0.5,2.0,165,27.878787878787882,-0.8185697701553425,0.2063240123724009,-0.0866342381452587,0.9206002417566469,-0.004961028910032382,-0.04242424242424243
EMA,0.5,2.0,165,27.878787878787882,-0.8185697701553425,0.2063240123724009,-0.0866342381452587,0.9206002417566469,-0.004961028910032382,-0.04242424242424243
EMA,0.5,2.0,165,27.878787878787882,-0.8185697701553425,0.2063240123724009,-0.0866342381452587,0.9206002417566469,-0.004961028910032382,-0.04242424242424243
EMA+Structure,0.5,2.0,22,36.36363636363637,0.85302081708286,0.24956969684998465,-0.08168119697978694,1.7459496263030934,0.03877367350376636,0.36363636363636365
EMA+Structure,0.5,2.0,7,28.57142857142857,-0.016226626143591355,0.2597241493110769,-0.10713498495314902,0.969708072203142,-0.0023180894490844872,0.0
EMA+Structure,0.5,2.0,22,36.36363636363637,0.85302081708286,0.24956969684998465,-0.08168119697978694,1.7459496263030934,0.03877367350376636,0.36363636363636365
EMA+Structure,0.5,2.0,7,28.57142857142857,-0.016226626143591355,0.2597241493110769,-0.10713498495314902,0.969708072203142,-0.0023180894490844872,0.0
EMA+Structure,0.5,2.0,22,36.36363636363637,0.85302081708286,0.24956969684998465,-0.08168119697978694,1.7459496263030934,0.03877367350376636,0.36363636363636365
EMA+Structure,0.5,2.0,7,28.57142857142857,-0.016226626143591355,0.2597241493110769,-0.10713498495314902,0.969708072203142,-0.0023180894490844872,0.0
EMA+Structure,0.5,2.0,22,36.36363636363637,0.85302081708286,0.24956969684998465,-0.08168119697978694,1.7459496263030934,0.03877367350376636,0.36363636363636365
EMA+Structure,0.5,2.0,7,28.57142857142857,-0.016226626143591355,0.2597241493110769,-0.10713498495314902,0.969708072203142,-0.0023180894490844872,0.0
EMA+Candle,0.5,2.0,44,43.18181818181818,2.2608255288033896,0.23191662991397952,-0.08582361758248887,2.053707868527173,0.05138239838189521,0.4090909090909091
EMA+Candle,0.5,2.0,44,43.18181818181818,2.2608255288033896,0.23191662991397952,-0.08582361758248887,2.053707868527173,0.05138239838189521,0.4090909090909091
EMA+Candle,0.5,2.0,29,34.48275862068966,0.7297203391752057,0.23870802514182693,-0.08722946906542443,1.4402908105745147,0.02516277031638639,0.1724137931034483
EMA+Candle,0.5,2.0,29,34.48275862068966,0.7297203391752057,0.23870802514182693,-0.08722946906542443,1.4402908105745147,0.02516277031638639,0.1724137931034483
EMA+Candle,0.5,2.0,44,43.18181818181818,2.2608255288033896,0.23191662991397952,-0.08582361758248887,2.053707868527173,0.05138239838189521,0.4090909090909091
EMA+Candle,0.5,2.0,44,43.18181818181818,2.2608255288033896,0.23191662991397952,-0.08582361758248887,2.053707868527173,0.05138239838189521,0.4090909090909091
EMA+Candle,0.5,2.0,29,34.48275862068966,0.7297203391752057,0.23870802514182693,-0.08722946906542443,1.4402908105745147,0.02516277031638639,0.1724137931034483
EMA+Candle,0.5,2.0,29,34.48275862068966,0.7297203391752057,0.23870802514182693,-0.08722946906542443,1.4402908105745147,0.02516277031638639,0.1724137931034483
EMA+Candle+Structure,0.5,2.0,11,54.54545454545454,1.173788570146421,0.26066319843398456,-0.07803812409149727,4.008243941820514,0.1067080518314928,0.8181818181818182
EMA+Candle+Structure,0.5,2.0,8,25.0,0.055891329726991595,0.28364143383629836,-0.0852319229909342,1.1092926370106195,0.006986416215873939,0.0
EMA+Candle+Structure,0.5,2.0,11,54.54545454545454,1.173788570146421,0.26066319843398456,-0.07803812409149727,4.008243941820514,0.1067080518314928,0.8181818181818182
EMA+Candle+Structure,0.5,2.0,8,25.0,0.055891329726991595,0.28364143383629836,-0.0852319229909342,1.1092926370106195,0.006986416215873939,0.0
EMA+Vol,0.5,2.0,67,34.32835820895522,0.9570420548810219,0.20223710212128815,-0.0839638930433774,1.2590513017484017,0.01428420977434361,0.14925373134328357
EMA+Vol,0.5,2.0,67,34.32835820895522,0.9570420548810219,0.20223710212128815,-0.0839638930433774,1.2590513017484017,0.01428420977434361,0.14925373134328357
EMA+Vol,0.5,2.0,67,34.32835820895522,0.9570420548810219,0.20223710212128815,-0.0839638930433774,1.2590513017484017,0.01428420977434361,0.14925373134328357
EMA+Vol,0.5,2.0,67,34.32835820895522,0.9570420548810219,0.20223710212128815,-0.0839638930433774,1.2590513017484017,0.01428420977434361,0.14925373134328357
EMA+Vol,0.5,2.0,42,33.33333333333333,0.689633302340945,0.21429780252227879,-0.0825191404632485,1.2984733076426096,0.016419840531927243,0.11904761904761904
EMA+Vol,0.5,2.0,42,33.33333333333333,0.689633302340945,0.21429780252227879,-0.0825191404632485,1.2984733076426096,0.016419840531927243,0.11904761904761904
EMA+Vol,0.5,2.0,42,33.33333333333333,0.689633302340945,0.21429780252227879,-0.0825191404632485,1.2984733076426096,0.016419840531927243,0.11904761904761904
EMA+Vol,0.5,2.0,42,33.33333333333333,0.689633302340945,0.21429780252227879,-0.0825191404632485,1.2984733076426096,0.016419840531927243,0.11904761904761904
EMA+Vol+Structure,0.5,2.0,10,30.0,0.12190881403948367,0.2690724847417952,-0.0979012343122717,1.177888920248275,0.012190881403948375,0.1
EMA+Vol+Structure,0.5,2.0,10,30.0,0.12190881403948367,0.2690724847417952,-0.0979012343122717,1.177888920248275,0.012190881403948375,0.1
EMA+Vol+Structure,0.5,2.0,6,33.33333333333333,0.15976380355622738,0.2749772120068569,-0.09754765511437159,1.4094506509892761,0.026627300592704545,0.16666666666666666
EMA+Vol+Structure,0.5,2.0,6,33.33333333333333,0.15976380355622738,0.2749772120068569,-0.09754765511437159,1.4094506509892761,0.026627300592704545,0.16666666666666666
EMA+Vol+Candle,0.5,2.0,32,37.5,0.9505389336233181,0.21985234452532532,-0.08438446003402929,1.5632191835084321,0.02970434167572869,0.25
EMA+Vol+Candle,0.5,2.0,32,37.5,0.9505389336233181,0.21985234452532532,-0.08438446003402929,1.5632191835084321,0.02970434167572869,0.25
EMA+Vol+Candle,0.5,2.0,22,27.27272727272727,-0.07340255932841173,0.22240410414402978,-0.08798919901203689,0.9478611010267507,-0.003336479969473255,-0.045454545454545456
EMA+Vol+Candle,0.5,2.0,22,27.27272727272727,-0.07340255932841173,0.22240410414402978,-0.08798919901203689,0.9478611010267507,-0.003336479969473255,-0.045454545454545456
EMA+Vol+Candle,0.5,2.0,24,29.166666666666668,0.16227172035599147,0.23182094171518924,-0.08591028656766667,1.1111088752746734,0.006761321681499656,0.0
EMA+Vol+Candle,0.5,2.0,24,29.166666666666668,0.16227172035599147,0.23182094171518924,-0.08591028656766667,1.1111088752746734,0.006761321681499656,0.0
EMA+Vol+Candle,0.5,2.0,17,23.52941176470588,-0.2826601174140638,0.22552364463741803,-0.09113497661259508,0.7614188672329889,-0.016627065730239067,-0.17647058823529413
EMA+Vol+Candle,0.5,2.0,17,23.52941176470588,-0.2826601174140638,0.22552364463741803,-0.09113497661259508,0.7614188672329889,-0.016627065730239067,-0.17647058823529413
EMA+Vol+Candle+Structure,0.5,2.0,9,33.33333333333333,0.29582591627978033,0.2690724847417952,-0.0852319229909342,1.5784724508117423,0.0328695462533089,0.2222222222222222
EMA+Vol+Candle+Structure,0.5,2.0,7,14.285714285714285,-0.2135827658058319,0.2978087721397733,-0.0852319229909342,0.5823498240431387,-0.030511823686547417,-0.2857142857142857
EMA+Vol+Candle+Structure,0.5,2.0,6,33.33333333333333,0.15976380355622738,0.2749772120068569,-0.09754765511437159,1.4094506509892761,0.026627300592704545,0.16666666666666666
EMA+Vol+Candle+Structure,0.5,2.0,5,20.0,-0.09238184831771307,0.2978087721397733,-0.09754765511437159,0.7632391875299355,-0.018476369663542616,-0.2
EMA,0.5,2.5,162,20.98765432098765,-2.281751787278795,0.2275730366672268,-0.0782752737028477,0.7722628744066972,-0.014084887575795041,-0.12297515725380953
EMA,0.5,2.5,162,20.98765432098765,-2.281751787278795,0.2275730366672268,-0.0782752737028477,0.7722628744066972,-0.014084887575795041,-0.12297515725380953
EMA,0.5,2.5,162,20.98765432098765,-2.281751787278795,0.2275730366672268,-0.0782752737028477,0.7722628744066972,-0.014084887575795041,-0.12297515725380953
EMA,0.5,2.5,162,20.98765432098765,-2.281751787278795,0.2275730366672268,-0.0782752737028477,0.7722628744066972,-0.014084887575795041,-0.12297515725380953
EMA,0.5,2.5,162,20.98765432098765,-2.281751787278795,0.2275730366672268,-0.0782752737028477,0.7722628744066972,-0.014084887575795041,-0.12297515725380953
EMA,0.5,2.5,162,20.98765432098765,-2.281751787278795,0.2275730366672268,-0.0782752737028477,0.7722628744066972,-0.014084887575795041,-0.12297515725380953
EMA,0.5,2.5,162,20.98765432098765,-2.281751787278795,0.2275730366672268,-0.0782752737028477,0.7722628744066972,-0.014084887575795041,-0.12297515725380953
EMA,0.5,2.5,162,20.98765432098765,-2.281751787278795,0.2275730366672268,-0.0782752737028477,0.7722628744066972,-0.014084887575795041,-0.12297515725380953
EMA+Structure,0.5,2.5,22,27.27272727272727,0.7055973735273002,0.3081890218740529,-0.07147104735731358,1.6170307764622895,0.03207260788760455,0.3181818181818194
EMA+Structure,0.5,2.5,7,28.57142857142857,0.11363544851195484,0.32465518663884996,-0.10713498495314902,1.2121350902539418,0.016233635501707824,0.1428571428571534
EMA+Structure,0.5,2.5,22,27.27272727272727,0.7055973735273002,0.3081890218740529,-0.07147104735731358,1.6170307764622895,0.03207260788760455,0.3181818181818194
EMA+Structure,0.5,2.5,7,28.57142857142857,0.11363544851195484,0.32465518663884996,-0.10713498495314902,1.2121350902539418,0.016233635501707824,0.1428571428571534
EMA+Structure,0.5,2.5,22,27.27272727272727,0.7055973735273002,0.3081890218740529,-0.07147104735731358,1.6170307764622895,0.03207260788760455,0.3181818181818194
EMA+Structure,0.5,2.5,7,28.57142857142857,0.11363544851195484,0.32465518663884996,-0.10713498495314902,1.2121350902539418,0.016233635501707824,0.1428571428571534
EMA+Structure,0.5,2.5,22,27.27272727272727,0.7055973735273002,0.3081890218740529,-0.07147104735731358,1.6170307764622895,0.03207260788760455,0.3181818181818194
EMA+Structure,0.5,2.5,7,28.57142857142857,0.11363544851195484,0.32465518663884996,-0.10713498495314902,1.2121350902539418,0.016233635501707824,0.1428571428571534
EMA+Candle,0.5,2.5,43,34.883720930232556,2.205105256878438,0.2809052762486911,-0.07173121024471173,2.0979008845042584,0.051281517601824124,0.3829288195292772
EMA+Candle,0.5,2.5,43,34.883720930232556,2.205105256878438,0.2809052762486911,-0.07173121024471173,2.0979008845042584,0.051281517601824124,0.3829288195292772
EMA+Candle,0.5,2.5,28,25.0,0.34225671051842715,0.2660714385787425,-0.07239254093013192,1.2251328436149957,0.012223453947086682,0.05235497284853292
EMA+Candle,0.5,2.5,28,25.0,0.34225671051842715,0.2660714385787425,-0.07239254093013192,1.2251328436149957,0.012223453947086682,0.05235497284853292
EMA+Candle,0.5,2.5,43,34.883720930232556,2.205105256878438,0.2809052762486911,-0.07173121024471173,2.0979008845042584,0.051281517601824124,0.3829288195292772
EMA+Candle,0.5,2.5,43,34.883720930232556,2.205105256878438,0.2809052762486911,-0.07173121024471173,2.0979008845042584,0.051281517601824124,0.3829288195292772
EMA+Candle,0.5,2.5,28,25.0,0.34225671051842715,0.2660714385787425,-0.07239254093013192,1.2251328436149957,0.012223453947086682,0.05235497284853292
EMA+Candle,0.5,2.5,28,25.0,0.34225671051842715,0.2660714385787425,-0.07239254093013192,1.2251328436149957,0.012223453947086682,0.05235497284853292
EMA+Candle+Structure,0.5,2.5,11,45.45454545454545,1.227940748381361,0.3236262737677694,-0.06503177007624773,4.14702784741888,0.11163097712557826,0.8636363636363588
EMA+Candle+Structure,0.5,2.5,8,12.5,-0.13913057277089647,0.37226096517470875,-0.07305593399222932,0.727937280053908,-0.017391321596362058,-0.1875000000000066
EMA+Candle+Structure,0.5,2.5,11,45.45454545454545,1.227940748381361,0.3236262737677694,-0.06503177007624773,4.14702784741888,0.11163097712557826,0.8636363636363588
EMA+Candle+Structure,0.5,2.5,8,12.5,-0.13913057277089647,0.37226096517470875,-0.07305593399222932,0.727937280053908,-0.017391321596362058,-0.1875000000000066
EMA+Vol,0.5,2.5,66,27.27272727272727,1.0210989043510978,0.25783525425789594,-0.07541532650606311,1.2820765330630453,0.015471195520471166,0.10554453393574152
EMA+Vol,0.5,2.5,66,27.27272727272727,1.0210989043510978,0.25783525425789594,-0.07541532650606311,1.2820765330630453,0.015471195520471166,0.10554453393574152
EMA+Vol,0.5,2.5,66,27.27272727272727,1.0210989043510978,0.25783525425789594,-0.07541532650606311,1.2820765330630453,0.015471195520471166,0.10554453393574152
EMA+Vol,0.5,2.5,66,27.27272727272727,1.0210989043510978,0.25783525425789594,-0.07541532650606311,1.2820765330630453,0.015471195520471166,0.10554453393574152
EMA+Vol,0.5,2.5,42,23.809523809523807,0.4637202967839237,0.29027932682910224,-0.07622103035959682,1.1901215347802374,0.011040959447236272,-3.0346096006420944e-15
EMA+Vol,0.5,2.5,42,23.809523809523807,0.4637202967839237,0.29027932682910224,-0.07622103035959682,1.1901215347802374,0.011040959447236272,-3.0346096006420944e-15
EMA+Vol,0.5,2.5,42,23.809523809523807,0.4637202967839237,0.29027932682910224,-0.07622103035959682,1.1901215347802374,0.011040959447236272,-3.0346096006420944e-15
EMA+Vol,0.5,2.5,42,23.809523809523807,0.4637202967839237,0.29027932682910224,-0.07622103035959682,1.1901215347802374,0.011040959447236272,-3.0346096006420944e-15
EMA+Vol+Structure,0.5,2.5,10,30.0,0.3237131775958224,0.3363406059272414,-0.0979012343122717,1.4723611503103327,0.03237131775958224,0.24999999999999473
EMA+Vol+Structure,0.5,2.5,10,30.0,0.3237131775958224,0.3363406059272414,-0.0979012343122717,1.4723611503103327,0.03237131775958224,0.24999999999999473
EMA+Vol+Structure,0.5,2.5,6,33.33333333333333,0.29725240955963994,0.3437215150085632,-0.09754765511437159,1.7618133137365546,0.04954206825993997,0.33333333333331394
EMA+Vol+Structure,0.5,2.5,6,33.33333333333333,0.29725240955963994,0.3437215150085632,-0.09754765511437159,1.7618133137365546,0.04954206825993997,0.33333333333331394
EMA+Vol+Candle,0.5,2.5,32,31.25,0.983114335167087,0.2670803535847673,-0.07671314548548117,1.5825209610695095,0.03072232297397147,0.217685601242462
EMA+Vol+Candle,0.5,2.5,32,31.25,0.983114335167087,0.2670803535847673,-0.07671314548548117,1.5825209610695095,0.03072232297397147,0.217685601242462
EMA+Vol+Candle,0.5,2.5,22,22.727272727272727,-0.193687462639566,0.24282794431060487,-0.08281336377603472,0.862420995407438,-0.008803975574525717,-0.11518458001096436
EMA+Vol+Candle,0.5,2.5,22,22.727272727272727,-0.193687462639566,0.24282794431060487,-0.08281336377603472,0.862420995407438,-0.008803975574525717,-0.11518458001096436
EMA+Vol+Candle,0.5,2.5,24,25.0,0.31773838603182103,0.2963688762803591,-0.08113749286946295,1.2175582697104386,0.013239099417992554,0.041666666666664
EMA+Vol+Candle,0.5,2.5,24,25.0,0.31773838603182103,0.2963688762803591,-0.08113749286946295,1.2175582697104386,0.013239099417992554,0.041666666666664
EMA+Vol+Candle,0.5,2.5,17,17.647058823529413,-0.3073564551023893,0.2924660802871155,-0.08462533542598115,0.7405737608388452,-0.01807979147661115,-0.20588235294117646
EMA+Vol+Candle,0.5,2.5,17,17.647058823529413,-0.3073564551023893,0.2924660802871155,-0.08462533542598115,0.7405737608388452,-0.01807979147661115,-0.20588235294117646
EMA+Vol+Candle+Structure,0.5,2.5,9,33.33333333333333,0.49763027983611907,0.3363406059272414,-0.0852319229909342,1.973090563514663,0.0552922533151243,0.388888888888883
EMA+Vol+Candle+Structure,0.5,2.5,7,14.285714285714285,-0.13913057277089647,0.37226096517470875,-0.0852319229909342,0.727937280053908,-0.019875796110128068,-0.21428571428572182
EMA+Vol+Candle+Structure,0.5,2.5,6,33.33333333333333,0.29725240955963994,0.3437215150085632,-0.09754765511437159,1.7618133137365546,0.04954206825993997,0.33333333333331394
EMA+Vol+Candle+Structure,0.5,2.5,5,20.0,-0.017929655282777623,0.37226096517470875,-0.09754765511437159,0.954048984412399,-0.0035859310565555247,-0.10000000000001057
EMA,0.5,3.0,161,19.25465838509317,-3.130465713533469,0.2303035717539824,-0.07899904952236095,0.6951798074241017,-0.019443886419462535,-0.18242222294316823
EMA,0.5,3.0,161,19.25465838509317,-3.130465713533469,0.2303035717539824,-0.07899904952236095,0.6951798074241017,-0.019443886419462535,-0.18242222294316823
EMA,0.5,3.0,161,19.25465838509317,-3.130465713533469,0.2303035717539824,-0.07899904952236095,0.6951798074241017,-0.019443886419462535,-0.18242222294316823
EMA,0.5,3.0,161,19.25465838509317,-3.130465713533469,0.2303035717539824,-0.07899904952236095,0.6951798074241017,-0.019443886419462535,-0.18242222294316823
EMA,0.5,3.0,161,19.25465838509317,-3.130465713533469,0.2303035717539824,-0.07899904952236095,0.6951798074241017,-0.019443886419462535,-0.18242222294316823
EMA,0.5,3.0,161,19.25465838509317,-3.130465713533469,0.2303035717539824,-0.07899904952236095,0.6951798074241017,-0.019443886419462535,-0.18242222294316823
EMA,0.5,3.0,161,19.25465838509317,-3.130465713533469,0.2303035717539824,-0.07899904952236095,0.6951798074241017,-0.019443886419462535,-0.18242222294316823
EMA,0.5,3.0,161,19.25465838509317,-3.130465713533469,0.2303035717539824,-0.07899904952236095,0.6951798074241017,-0.019443886419462535,-0.18242222294316823
EMA+Structure,0.5,3.0,21,28.57142857142857,0.6665608334200841,0.30812717918722327,-0.07881348278021702,1.5638297830155845,0.031740992067623056,0.33551326129718617
EMA+Structure,0.5,3.0,7,28.57142857142857,0.24349752316748552,0.38958622396661535,-0.10713498495314902,1.454562108304713,0.03478536045249793,0.2857142857142857
EMA+Structure,0.5,3.0,21,28.57142857142857,0.6665608334200841,0.30812717918722327,-0.07881348278021702,1.5638297830155845,0.031740992067623056,0.33551326129718617
EMA+Structure,0.5,3.0,7,28.57142857142857,0.24349752316748552,0.38958622396661535,-0.10713498495314902,1.454562108304713,0.03478536045249793,0.2857142857142857
EMA+Structure,0.5,3.0,21,28.57142857142857,0.6665608334200841,0.30812717918722327,-0.07881348278021702,1.5638297830155845,0.031740992067623056,0.33551326129718617
EMA+Structure,0.5,3.0,7,28.57142857142857,0.24349752316748552,0.38958622396661535,-0.10713498495314902,1.454562108304713,0.03478536045249793,0.2857142857142857
